microsample	total_sequences	total_trimmed_sequences	percent_gc	percent_unique	reads_mapped_host_percent	reads_mapped_human_percent	reads_mapped_bacteria	reads_mapped_bacteria_percent	reads_mapped_other_percent	quality
M301595	52825034	51361496	50.5	38.85913806647272	0.01	1.65	42802931	84.76670887944539	15.233291120554611	5
M301596	1756920	1674472	49.5	34.906367003319424	0.07	55.78	134872	18.36637425068973	81.63362574931027	1
M301597	57876030	56581560	49.5	20.16672047508095	0.03	2.57	49051750	89.03918295841036	10.960817041589635	4
M301598	53952664	52166840	50.5	30.97651560723701	0.05	1.42	43337461	84.33853869219188	15.661461307808125	4
M301599	37985688	37061928	50	23.845686366694082	0.06	3.02	29672708	82.63864075267769	17.361359247322312	4
M301600	3026286	2925030	49.5	25.61528393109553	0.1	47.1	8134	0.5292981561110706	99.47070184388893	1
M301601	7035276	6757162	49.5	15.860354857141573	0.07	57.93	19917	0.7087834774482514	99.29121652255175	1
M301602	58318572	56904708	50	34.357779411435956	1.68	1.2	47004324	85.0615446906446	14.938455309355405	4
M301603	49757536	48687272	50	59.195305499331596	0.05	0.84	41458969	85.93538369009495	14.064616309905048	5
M301604	54538454	53093968	50.5	35.29416265213047	0.01	1.37	44632490	85.25799735762709	14.74200264237291	5
M301605	5285012	5027512	48.5	20.135456133036687	0.07	41.4	102419	3.4941122848483275	96.50588771515167	1
M301606	49407684	47938960	50.5	45.54981956830591	0.01	0.8	40283463	84.74307846568134	15.256921534318664	5
M301607	4026290	3877686	53.5	20.308947739188447	0.09	44.85	62981	2.9638006068683036	97.0361993931317	1
M301608	64745148	63322132	51	49.664325151071324	0.1	0.59	53829221	85.60796113714464	14.392038862855358	5
M301609	57613690	56443488	50.5	64.36096185223755	0.06	0.43	47994394	85.45869722513825	14.541302774861748	5
M301610	17460588	16881640	51	13.621193617202525	0.2	74.15	75494	1.967946254896144	98.03205374510385	2
M301611	11790000	11345630	46.5	20.661029259469217	0.16	85.71	29709	2.2084797773456315	97.79152022265437	2
M301612	24910070	24179210	48.5	10.779273933385284	0.1	69.51	108278	1.4948913477768535	98.50510865222314	2
M301613	47841718	46348330	51.5	16.073356341903107	0.27	86.24	111455	3.2836898238171	96.7163101761829	2
M301614	52949192	51240388	51.5	19.03128478256368	0.26	86.38	257836	6.941711762647067	93.05828823735294	2
M301615	3597480	3445146	47.5	12.031075587658659	0.08	66.53	14149	1.2438003379156477	98.75619966208436	1
M301616	68559920	66348228	53.5	81.1001515445556	0.28	87.78	77232	1.7756899329747864	98.22431006702521	3
M301617	82694	78706	50.5	80.93452971195008	0.02	9.01	59567	83.56996548724712	16.430034512752883	3
M301618	57331748	56132772	50	44.87376247918283	0.01	0.87	47478364	85.34481590212057	14.655184097879427	5
M301619	5251814	5007002	48.5	19.38593085904121	0.08	59.42	218589	10.871483251304047	89.12851674869596	1
M301620	53531746	52024252	50.5	47.804123565764876	0.01	4.01	42282410	84.72312346172576	15.276876538274237	5
M301621	51121596	50102710	51	46.00384421170271	0.01	1.05	41639715	84.01122828645943	15.988771713540572	5
M301622	58568244	56793492	50.5	29.445800177948108	0.02	1.5	47347264	84.67923387459516	15.320766125404845	4
M301623	33002536	31560330	42	12.344180746642971	0.09	78.7	232707	3.536692345289942	96.46330765471006	2
M301624	25177646	24489664	49.5	13.03927277445013	0.03	14.3	15968332	76.19344181257223	23.80655818742777	3
M301625	50259472	49138712	50	53.92979576548868	0.01	0.87	41435462	85.08434909792089	14.915650902079108	5
M301626	11056296	10690424	48.5	15.848997152845572	0.32	45.46	3211719	55.571379827277624	44.428620172722376	2
M301627	50947416	49879050	50.5	26.212734084045145	0.02	3.05	39254162	81.21762036457942	18.782379635420583	4
M301628	5454332	5273916	49.5	17.188389933417266	0.07	59.54	118991	5.62114579898585	94.37885420101415	1
M301629	60794018	59308114	50.5	43.0024220419716	0.06	1.03	49833109	84.96751725501964	15.032482744980356	5
M301630	8707582	8416878	48.5	17.744103400259498	0.09	66.88	102931	3.74680125365376	96.25319874634624	1
M301631	45449930	44233172	50.5	52.47585858230557	0.02	0.9	37562155	85.72974076640274	14.270259233597258	5
M301632	46263462	45130154	50.5	56.32254678111585	0.04	0.97	38269432	85.67896200781273	14.321037992187271	5
M301633	8215752	7848260	49.5	14.631401175641042	0.05	24.76	3491807	59.29772465518981	40.70227534481019	1
M301634	61874372	60106724	50.5	43.73589378073052	0.01	1.16	50818634	85.57890939496106	14.421090605038941	5
M301635	6400440	6166956	49	17.60597866031417	0.08	56.95	223188	8.492719916955608	91.50728008304439	1
M301636	84510654	81954564	50	25.901011682221583	0.01	3.05	67351342	84.8157303838851	15.184269616114904	4
M301637	3477594	3348048	48.5	17.5484622401108	0.08	60.98	136348	10.539904579031504	89.4600954209685	1
M301638	52160790	50515242	50.5	43.15513129450337	0.02	1.53	41765283	83.9998563977228	16.000143602277205	5
M301639	52957928	51449660	50.5	48.47474058487222	0.01	1.8	41502368	82.18400380234779	17.81599619765221	5
M301640	46249392	44863702	50.5	33.53480831926833	0.01	1.91	37554826	85.3738998582589	14.626100141741105	4
M301641	59819632	58206626	50.5	41.89597733386543	0.01	1.3	49049470	85.40431308803812	14.595686911961877	5
M301642	52324380	51122472	50	31.847773599679986	0.84	1.92	42015617	84.53173626662634	15.46826373337366	4
M301643	53028608	51494486	48.5	36.32610878772049	0.02	3.23	42293939	84.9196522879167	15.080347712083295	5
M301644	2288510	2201396	48.5	25.400682633235043	0.09	62.71	51974	6.404461706804941	93.59553829319506	1
M301645	55452570	54092018	50.5	34.73181051698499	0.03	1.21	45791777	85.73423948854574	14.26576051145426	4
M301646	56994608	55353138	50.5	31.591067140562977	0.04	1.92	45641407	84.13010603679417	15.869893963205826	4
M301647	53891842	52613906	50	34.1546780455669	0.01	1.34	44127071	85.03713939585667	14.96286060414333	4
M301648	43454200	42527928	50.5	77.09655317734428	0.05	0.25	36419117	85.90482118886003	14.095178811139974	5
M301649	9652382	9366560	50.5	14.776369628309482	0.07	52.34	41137	0.92787616348232	99.07212383651768	1
M301650	918150	884746	48.5	28.0636219155025	0.1	59.82	67261	19.114646387141143	80.88535361285886	1
M301651	24384664	23574762	40.5	19.296438123033646	0.12	95.76	40975	4.414695900447127	95.58530409955287	2
M301652	1307472	1248760	48	23.362977244414807	0.07	64.84	6260	1.4425758043627548	98.55742419563724	1
M301653	1444684	1396550	47.5	20.5873091389216	0.06	67.06	6307	1.3878986330067689	98.61210136699323	1
M301654	1146734	1103096	47.5	23.806876981660327	0.08	66.23	4155	1.12916813870696	98.87083186129304	1
M301655	1159176	1103464	48	21.609147094545182	0.1	67.3	7977	2.241498491055924	97.75850150894408	1
M301656	1017534	971574	47.5	26.61935983742075	0.08	66.28	4878	1.506625073354542	98.49337492664546	1
M301657	2942742	2835418	48.5	16.479627476761706	0.07	62.26	11593	1.0942821327976924	98.90571786720231	1
M301658	691094	667946	50.5	47.63969691637348	0.08	55.34	8069	2.723510827887887	97.27648917211211	2
M301659	1241088	1164406	48	37.56038404753197	0.1	68.31	20696	5.704866336988461	94.29513366301154	2
M301660	896624	863112	50.5	30.450064807586628	0.07	55.89	8631	2.2858247613801286	97.71417523861987	1
M301661	1153060	1100854	48.5	26.20118383381657	0.08	62.57	11093	2.7216208524294143	97.27837914757059	1
M301663	722840	701082	48.5	19.760804604061754	0.06	64.56	6953	2.825457973700037	97.17454202629996	1
M301664	2985442	2915594	50	17.356921213994053	0.08	59.16	6688	0.5655421780476957	99.43445782195231	1
NA	165520858	104149332	56.5	76.42508796318612	20.71	2.22	64128626	80.18155754155902	19.818442458440984	5
