sequence_id	M301570.lib1	M301571.lib1	M301572.lib1	M301573.lib1	M301574.lib1	M301575.lib1	M301576.lib1	M301577.lib1	M301578.lib1	M301579.lib1	M301580.lib1	M301581.lib1	M301582.lib1	M301583.lib1	M301584.lib1	M301585.lib1	M301586.lib1	M301587.lib1	M301588.lib1	M301589.lib1	M301590.lib1	M301591.lib1	M301592.lib1	M301593.lib1	M301594.lib1	M301595.lib1	M301596.lib1	M301597.lib1	M301598.lib1	M301599.lib1	M301600.lib1	M301601.lib1	M301602.lib1	M301603.lib1	M301604.lib1	M301605.lib1	M301606.lib1	M301607.lib1	M301608.lib1	M301609.lib1	M301610.lib1	M301611.lib1	M301612.lib1	M301613.lib1	M301614.lib1	M301615.lib1	M301616.lib1	M301617.lib1	M301618.lib1	M301619.lib1	M301620.lib1	M301621.lib1	M301622.lib1	M301623.lib1	M301624.lib1	M301625.lib1	M301626.lib1	M301627.lib1	M301628.lib1	M301629.lib1	M301630.lib1	M301631.lib1	M301632.lib1	M301633.lib1	M301634.lib1	M301635.lib1	M301636.lib1	M301637.lib1	M301638.lib1	M301639.lib1	M301640.lib1	M301641.lib1	M301642.lib1	M301643.lib1	M301644.lib1	M301645.lib1	M301646.lib1	M301647.lib1	M301648.lib1	M301649.lib1	M301650.lib1	M301651.lib1	M301652.lib1	M301653.lib1	M301654.lib1	M301655.lib1	M301656.lib1	M301657.lib1	M301658.lib1	M301659.lib1	M301660.lib1	M301661.lib1	M301663.lib1	M301664.lib1
D300418:bin_000013	5673	5475	5472	6614	0	0	4320	6671	3909	5683	5103	0	4689	2859	5482	0	0	5269	4218	5935	0	3524	0	5266	5723	5240	162	2835	4511	2211	0	0	6333	6300	6426	0	4120	0	6012	7814	0	0	0	0	300	0	449	0	6857	0	3803	6109	2965	150	1272	6177	308	3984	0	7029	0	6617	5930	957	6967	0	3763	0	5537	4741	3609	5845	6487	3579	0	6687	3892	4490	6767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D300429:bin_000001	111257	121066	101591	103337	459	1555	90471	117998	99719	91165	84736	1628	82575	78768	95135	300	1676	94217	83105	112754	1465	62539	1261	103025	110431	110757	2936	50664	98071	70440	0	638	116794	103360	92278	1117	98015	960	111195	115119	2011	623	2874	1990	4763	150	2206	292	107602	1972	99522	106226	98106	3082	33726	128601	10263	101330	750	120748	903	109549	104276	14834	118208	3595	93472	1958	85699	88512	106137	104804	95456	90759	293	97035	89970	86939	113012	973	582	300	0	150	152	0	0	0	625	300	300	292	278	0
D300432:bin_000001	12454	14130	12254	12007	0	895	11985	14507	16518	13365	12353	528	11968	11665	13587	0	534	12368	15062	14752	150	10910	0	11776	10894	13349	1003	11428	13608	11677	0	0	14256	13229	15241	1183	15665	993	13472	15156	794	0	1205	173	1823	0	0	0	13894	423	13584	12139	12897	1150	7337	16301	2961	9924	685	12852	922	13085	15236	1814	12502	2099	14071	738	12672	13787	11627	12817	13675	13080	412	13456	14186	12687	17664	0	300	257	0	0	0	150	0	413	0	0	218	0	0	0
D300440:bin_000012	98637	101288	102078	104749	1716	3724	106970	104886	106779	116844	95508	8211	103117	89807	105406	473	1394	99262	99484	109313	6921	84618	663	117790	126589	110167	7092	88103	112782	87207	1134	2565	110632	118936	97352	5127	105561	1865	130845	122664	4396	2562	7517	8627	13487	407	5981	2020	127262	5195	106571	117258	96177	12494	59796	117168	31901	89497	7886	108047	5170	109550	101886	37541	109853	10487	99020	8143	98219	102512	94052	112324	95038	103143	876	101895	99187	100589	118411	1934	3325	2017	397	199	300	252	160	900	544	684	114	811	766	418
D300442:bin_000001	0	0	0	135	0	0	0	0	165	0	0	0	0	0	0	0	0	291	150	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D300443:bin_000002	28936	330051	292640	91360	150	521	48280	172677	30150	26964	24895	1834	214295	27354	27679	347	0	60481	24731	170997	1803	23636	760	27314	37964	28379	1366	23400	26545	24137	0	0	92183	235979	26752	697	39560	0	28853	134857	1255	583	1845	228	3010	0	1034	0	35147	659	69065	27904	47080	4233	14225	33102	4412	21417	2186	27489	1546	68600	121458	5042	60865	3000	173878	1885	32388	27518	27806	131901	29933	132899	380	27653	25472	26386	102393	485	449	994	0	0	0	0	0	0	0	600	254	0	260	0
D300444:bin_000010	2674159	2811342	2665908	2792403	19208	26702	2664411	2861666	2731753	2494995	2273568	49536	2563661	2222422	2535374	4414	15720	2534133	2417379	2807477	62284	1832893	11431	2761853	2776792	2736431	48929	2288020	2461267	1517048	3910	9038	2738271	2832236	2634706	41889	2728654	18732	2864966	2867050	40454	13225	59805	61620	95204	6718	44509	13783	2840974	41818	2815816	2762140	2470589	104539	580813	2840319	293397	2337539	51467	2705532	48066	2743436	2794000	213145	2853335	75005	2655394	61348	2790789	2765860	2576833	2832678	2409624	2610446	11539	2665408	2513920	2546633	2860261	22368	18416	23560	2413	3268	2850	2075	1766	3418	2317	7474	4113	3422	4182	2833
D300459:bin_000001	4400	4101	4890	6796	0	0	4600	7090	5158	3415	3757	0	4791	3268	3481	0	121	4571	4958	6621	0	1781	0	5493	5894	4975	0	5133	5432	1658	273	0	4537	5695	6089	0	5508	228	6782	7014	0	0	150	0	0	0	300	0	4682	150	6413	4955	5840	300	1009	5264	0	4135	227	6167	0	4333	6498	150	4730	0	6009	0	3649	4372	3792	6525	4524	3776	0	5228	5550	6143	6631	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D300463:bin_000012	290369	334379	316936	314803	3388	5295	254437	355603	296460	287749	260432	6035	284781	253545	275147	637	2636	278003	275254	321290	11379	188805	1402	298028	325277	296542	8194	141484	270003	181976	1828	1417	324050	327720	312128	6978	310559	2094	356875	363855	6572	935	9053	8993	13762	1081	7734	2955	326876	8085	319557	328856	266511	14962	92558	334434	32803	260505	6888	341218	7998	323509	324597	36094	327674	12254	304249	8589	289528	313401	278755	326502	281976	283756	1527	302847	266297	300965	355187	2005	2620	2054	564	2016	150	450	150	692	871	1680	342	722	0	626
D300464:bin_000017	2467509	2472983	2470534	2473493	94473	165583	2464815	2479934	2464719	2461815	2457965	250598	2464240	2449071	2469703	22845	85514	2464281	2460295	2473083	353167	2432415	59444	2468583	2477567	2466798	312667	2427816	2464917	2438635	20148	48644	2470334	2474150	2469314	227302	2467867	143566	2480605	2481644	192142	78183	283028	311899	558216	32671	213370	66802	2475267	255256	2473380	2476824	2462772	544551	1983681	2473653	1039199	2459797	280873	2475628	245666	2473757	2475076	963116	2475375	408601	2466505	320085	2468025	2470947	2460066	2476842	2467137	2462375	68976	2471149	2463726	2464120	2476623	100048	101859	119865	15993	20025	9760	19801	9603	23497	17970	57714	20778	33411	15630	18019
D300472:bin_000003	77109	88791	70495	74543	923	764	67159	83101	76592	62353	64023	935	60672	62146	67764	0	0	68224	63189	79698	931	47492	171	76873	79924	82604	708	40304	75001	53049	0	422	81630	75398	63886	1544	72880	540	79179	81775	625	276	1729	1762	1819	0	2899	1014	73742	1720	74664	71771	69521	2390	25707	91091	8081	69600	1350	88081	1304	81171	74479	11747	87328	4060	71321	2535	63966	68296	76964	74450	70642	70090	0	66696	66050	63657	81697	300	1116	150	0	150	0	0	0	0	0	0	300	0	0	0
D300474:bin_000002	13316	13848	14539	13577	0	0	13535	14479	13751	12275	10615	0	13222	11135	13884	0	417	12774	12377	15147	300	7027	0	13951	14736	14579	260	7473	12439	10627	0	0	14468	15417	13530	300	14769	0	16769	15707	0	0	150	0	805	0	150	0	15189	300	14747	13759	13900	150	4005	15049	1918	11376	787	15451	300	14336	15731	2025	13943	0	14596	300	14705	14609	13140	15032	12174	13236	0	14003	12991	14260	15675	0	216	243	0	0	0	0	0	0	0	0	0	0	0	0
D300474:bin_000012	101965	97596	96141	96903	1140	1824	95670	108786	99474	99523	81832	2794	96396	85999	97379	150	844	96778	88253	106915	4952	68732	1126	97218	103266	95097	5219	62966	88051	72813	739	1050	93735	107661	95780	4339	103593	1685	113373	119682	3590	1868	4855	3134	6153	1526	3346	1654	98039	4297	105759	102182	88945	6878	44646	106503	16111	90344	2059	97566	3525	104570	99434	19099	108070	5983	104702	3552	98115	102730	88831	112249	91925	91381	717	105883	95746	90056	115424	2498	544	1985	183	0	0	297	256	300	600	1187	677	691	255	520
D300479:bin_000001	1726106	1696691	1694829	1748421	15371	41802	1585270	1703570	1742178	1606531	1424130	37151	1498881	1514840	1651009	4922	7419	1663474	1605594	1744178	72231	1652962	23836	1686523	1497202	1737908	43204	1085685	1792499	1285341	4100	8382	1707340	1593376	1717182	39062	1855239	15835	1738102	1805409	33526	13076	56542	47063	94032	5459	44941	17515	1796241	39039	1648623	1541056	1673451	95027	363194	1721362	184560	1369413	47724	1736022	40531	1628508	1745393	115528	1685184	78430	1758907	41373	1650341	1733504	1435174	1714404	1522416	1604070	11438	1498696	1533668	1661871	1762626	11431	13068	22929	2749	3271	1919	2322	1695	3432	3786	6777	4134	4274	1784	5802
D300479:bin_000012	2242912	2255043	2246919	2246667	30333	41565	2251654	2261924	2245299	2234502	2150177	63632	2227307	2123301	2254214	4796	25608	2216869	2220051	2262570	108975	1816493	19472	2247012	2269120	2252023	96473	2022758	2224538	2032276	4892	13787	2244013	2256825	2253985	62982	2251268	37772	2265664	2269839	45489	19474	83379	86016	144217	6032	53227	26631	2265382	69017	2262209	2260081	2195795	146602	821851	2265530	334436	2173406	70691	2262438	70674	2257612	2258727	360604	2263895	121724	2252199	82364	2254689	2247865	2156430	2263634	2190352	2236778	13997	2242770	2232296	2198840	2268558	26406	29581	33519	3391	5713	1769	4564	3421	7002	2760	14677	4973	6792	4086	4731
D300482:bin_000009	141389	142366	140302	146393	5783	6247	134430	150151	145899	155550	123203	11804	138699	120885	139833	671	2494	130512	134955	158105	18247	114885	3804	146813	141396	145389	10998	112546	138422	118237	773	2991	142387	150230	136295	9837	144708	4626	153800	172762	9942	5602	13968	14772	20209	1785	10178	2897	145529	10046	146996	145884	136441	28284	79782	159826	42991	124406	13345	147608	11141	143477	149064	53126	151140	20340	136220	12742	142628	148232	135553	151443	132556	137733	2621	138237	126513	137137	158802	3760	3438	7178	1038	1536	513	582	488	667	1191	3123	1840	1049	608	1350
D300491:bin_000007	32958	31277	30820	29380	300	0	31924	37459	30777	28198	25887	1020	26721	22815	35757	300	0	28770	26989	34456	1388	20396	180	29500	33880	33254	351	22582	32008	21435	0	0	29237	38601	31310	521	30368	0	41836	35177	0	0	922	857	1266	0	799	300	32627	992	33880	31779	29060	1082	10406	32522	3886	28137	522	33063	450	30081	33345	3382	35582	1017	31312	483	32972	32477	27454	35801	27611	28325	169	31590	27854	34853	39664	300	0	0	0	0	0	0	0	0	0	0	295	199	216	0
D300492:bin_000001	73081	69279	2373	1052	450	803	1100	54403	1309	1596	2211	0	85716	162624	2020	0	299	1605	124824	35084	1862	1647	555	93892	803	1314	450	1090	55910	1476	0	0	65727	1466	542	398	93623	300	35368	1823	276	299	814	150	1554	300	0	0	2127	1553	1126	1570	156359	2172	1112	1639	429	87134	253	826	0	97417	1676	1206	77106	1856	180397	482	1473	26607	803	104931	97920	133236	300	20412	961	8981	119984	0	0	0	0	0	0	0	406	0	0	0	0	0	0	203
D300492:bin_000003	2384386	2687153	2430858	2575368	10943	24558	2186268	2872495	2320963	2273080	1548420	25487	2450947	2142965	2391646	3457	7332	2377920	2457247	2831333	40015	1052634	7664	2928845	2921787	2429967	26193	1137987	2038695	950146	2441	6974	2372946	2939018	2056771	22682	2671912	14820	3053442	3134601	23749	9221	35391	35888	63548	4783	27054	9444	2808165	18879	2647079	2719681	2338683	61487	433668	3013554	63427	1400748	28618	2632013	37161	2675227	3010461	136894	2759658	55319	2585591	32692	2915772	2310636	2123238	3174366	2120778	2439905	5074	2205809	2220011	2682194	3096789	10761	7427	13208	2354	1665	875	1034	2023	3887	1458	6691	2331	4383	2629	2825
D300494:bin_000016	140186	137538	138692	134028	6290	5080	133249	145741	137775	136924	117257	11362	127870	123328	132690	540	1473	128723	131498	145936	15591	115774	2671	139025	142179	137046	10438	110114	134709	113012	699	2878	136814	146061	130744	8697	139712	4595	148791	155272	5367	2919	13966	12414	23961	2300	11348	4983	138930	9460	137528	136375	128444	25046	78507	148359	44480	123708	10749	139544	9220	134088	139601	49825	143669	21047	137653	12179	130468	138202	131528	143672	125937	130673	2903	137352	131289	131945	147277	4871	4005	5038	659	1489	228	1285	357	1494	1005	1712	219	776	528	300
D300495:bin_000001	35105	43988	39089	44844	443	607	35177	42000	38074	37193	32793	408	34736	29282	34377	0	225	36107	34345	43459	597	26158	148	40717	41650	39974	1033	25941	33922	28138	428	0	36317	46612	38140	758	39128	0	46244	48487	2067	853	492	819	1814	0	527	300	39291	337	39473	40263	34351	2590	18589	38965	11095	29989	2205	44327	789	40042	42273	12651	42219	2598	39736	1807	42517	40175	38507	44014	38143	38100	555	36864	31531	30941	45775	300	423	517	0	0	0	0	0	0	257	0	0	1015	0	0
D300497:bin_000007	2500177	2632993	2386633	2597175	18381	21842	2473872	2707823	2426976	2238530	2044838	31152	2371362	1819966	2493423	2463	10759	2099277	2276525	2639808	41946	1345071	14296	2563202	2644838	2415985	45065	1387645	2133653	1584416	3514	5810	2379963	2670841	2460656	34098	2504207	16224	2624271	2687367	26128	10662	35894	40921	78274	4012	29502	7005	2624435	29479	2581562	2548843	2374957	89917	514504	2567380	104385	1700105	38880	2609462	33796	2649076	2648634	157304	2630427	56847	2390358	46419	2547139	2573650	1974572	2447498	1951859	2189958	6954	2311544	2379799	2398448	2676434	9637	12344	11541	1124	3120	1109	1800	1316	1239	1992	5681	3564	3753	2090	1427
D300499:bin_000015	4053174	4056876	4054876	4053776	183107	297236	4050852	4059563	4052072	4050254	4044216	451389	4051808	4038067	4054552	46638	190155	4049043	4048954	4056990	621647	4019520	122795	4054244	4053741	4054164	500502	4015472	4051956	4019466	40037	102966	4055527	4057535	4051239	428986	4054993	234372	4058411	4060403	332361	153558	518254	556400	973929	68827	435870	133868	4056912	493494	4055291	4054826	4050466	1074171	3662058	4056899	1936942	4044003	493383	4056899	489564	4057409	4057534	1555385	4056270	883918	4054952	512631	4054884	4055650	4050279	4057067	4052622	4050718	132294	4055633	4052377	4051206	4059366	180236	165766	235732	26904	29274	21176	32315	23446	43767	31718	100660	36237	52883	31248	33293
D300503:bin_000003	2094601	2095075	2094134	2094470	118976	193819	2094065	2095751	2094139	2092411	2091750	286394	2093042	2091916	2094282	27467	96964	2093330	2093426	2094740	423283	2087587	65283	2094662	2094789	2094434	360986	2081748	2093362	2088351	22468	56541	2093767	2094292	2093404	266106	2094501	156419	2095494	2094952	224967	101629	313245	333153	544307	40710	254745	85627	2095359	296402	2095079	2094957	2093386	607779	1967085	2095196	1097703	2090078	306028	2095018	293955	2094821	2095209	1169867	2095053	492572	2093932	380415	2095226	2094579	2093111	2094497	2092253	2093726	93895	2094411	2093574	2094243	2094877	118633	99867	132239	16902	20521	13233	23460	13969	30628	23236	59920	26055	33491	20141	18103
D300509:bin_000001	1906006	1922223	1822507	1736751	15362	26909	1663011	1810560	1940824	1795270	1637862	33294	1823794	1546337	1828564	4244	3704	1745151	1758329	1932491	52067	1512575	15999	1882650	1087813	1909191	47441	1519819	1718809	1474300	2757	9982	1884302	1907025	1801808	36393	1931637	16847	1812438	1941297	29828	16229	45332	45111	94679	6862	35781	6307	1957030	37522	1966501	1790334	1749574	99707	629449	1959840	163448	1532963	40654	1927789	38667	1915188	1869358	283609	1986387	86012	1833109	53839	1907305	1907543	1727619	1824090	1790084	1934017	24077	1871874	1824149	1807331	1977400	15594	13721	24938	977	2642	1658	2256	1299	3123	2489	8605	3169	3107	2387	5151
D300513:bin_000002	2963300	2965658	2963402	2965167	125025	216493	2963171	2968426	2963996	2961008	2953806	255434	2963214	2951417	2960541	31288	106208	2960868	2960931	2966263	437371	2937341	71802	2967307	2965512	2963480	366500	2948754	2960380	2941420	27580	63650	2965255	2966196	2963375	269746	2966067	144327	2968219	2967456	244071	105909	313141	355474	735247	42373	280004	83454	2966456	301376	2966607	2964825	2961301	653379	2181303	2966921	1157817	2957565	338372	2967107	297253	2966718	2965556	1207237	2967724	596950	2964741	334424	2966213	2966556	2961998	2967729	2960097	2963780	62334	2964711	2962601	2962081	2967364	120054	116196	155591	19917	18323	12396	19220	13298	25071	21260	62929	28923	33498	16775	24908
D300514:bin_000001	3501326	3501034	3500372	3501363	221729	403567	3496807	3503283	3498945	3498246	3495634	513301	3499316	3495738	3498916	55161	187816	3497930	3498358	3501679	716363	3490518	121885	3502453	3502996	3501121	635097	3483724	3498145	3490506	45251	128226	3500907	3502690	3500527	517329	3501603	305928	3504010	3505079	441862	198660	591953	647180	1106919	75861	525764	190768	3501707	513908	3499447	3502720	3499259	1169618	3407316	3504319	2147167	3493393	576959	3501245	542307	3500948	3501404	1797435	3503206	945189	3500765	716628	3499794	3499650	3498840	3502902	3498016	3496897	228020	3501729	3497027	3499163	3503692	226809	211996	262480	30700	39254	24409	44402	28193	50958	45107	113250	50737	74850	33929	41904
D300514:bin_000003	5764	5132	3432	3703	0	0	4057	4074	4907	3963	2627	0	2112	1662	4937	0	0	4284	2241	5038	300	3149	0	3868	1226	2672	0	1985	4092	4107	0	0	4933	2910	4150	0	5267	0	3228	5262	0	0	0	0	300	0	0	0	5451	0	4501	2186	3658	300	2192	4587	248	1106	0	5356	0	4960	3768	208	3931	300	6341	0	5019	4373	3370	4584	4578	5086	0	4930	3782	4488	5045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D300519:bin_000004	78273	86756	81139	88414	1174	1794	72550	95395	84418	76931	68514	4273	78811	75757	73433	148	785	74129	79201	87682	4662	60297	1689	81974	87981	80174	3378	53095	74520	57958	715	379	85635	87981	76634	2611	88568	1866	95287	93647	2609	906	3004	4503	7928	206	4039	1966	78344	2585	91742	82666	81590	6532	34316	85955	15871	72762	3057	93820	2054	87819	86435	16417	89516	5972	81716	3009	81745	90191	79611	81570	67760	83242	1563	78130	74782	88688	93292	1507	633	2484	150	387	0	210	0	300	554	334	150	600	600	0
D300521:bin_000006	48286	46863	46679	48214	364	850	44674	50207	45991	46797	41276	1170	43350	39654	48541	0	300	42215	42849	51163	1767	33349	125	46249	51120	45335	785	34806	43624	32852	0	524	45890	48599	46159	653	47223	522	55250	50722	444	150	1886	539	1500	0	495	668	49356	431	47108	46370	44166	1456	14687	49284	3639	38103	1877	49169	1536	49474	47081	4416	51953	1092	47956	826	47324	47539	42204	48997	44124	44551	0	45581	41350	43444	49583	150	345	150	0	0	0	0	300	0	0	0	150	141	0	0
D300526:bin_000014	155258	204937	188651	179763	864	1685	195022	193541	165431	144260	157495	2380	161725	130139	191425	1154	1086	177628	163979	174057	5080	120418	411	156677	168205	226599	6300	135074	211008	125408	271	389	168468	215445	150466	3756	200562	1059	184909	181621	4007	2151	4394	4148	11186	900	3588	1404	187663	5540	171550	153205	203718	10640	56823	199589	19873	169469	4727	165441	5195	155972	187002	25137	163656	7479	170718	5118	170592	166293	145444	165817	167075	201030	808	158101	158079	173898	196294	1424	1595	2794	300	217	600	270	598	322	300	379	274	480	150	0
GPB:bin_000001	2909089	2926553	3254515	2721720	11502	21490	3019447	3222161	2759805	2124523	1977741	29703	1936275	1748818	3195626	3397	12488	2678322	2848026	2953312	58690	1198951	8460	2594403	2936325	2252857	33446	1354493	2327035	1172347	3736	5980	2452027	2747638	2058698	33063	2872250	18967	3095269	3267330	23935	9747	35267	42732	69679	6714	25857	10714	2745780	25683	2589659	2639281	1907698	72486	476294	3212642	150908	1384364	50727	2988412	27230	2544371	3110180	170110	2790850	55671	3144779	44533	2287070	2911381	1987657	3000720	2659016	2165632	7367	2580787	3119797	2265482	3400377	12998	15604	20493	153	1829	1771	2530	1140	2640	4033	4902	2586	4480	1739	2086
GPB:bin_000002	1173	144007	150744	76777	5115	1490	3546	1576	4490	2282	2798	3382	1377	4289	3333	4554	2347	3032	2583	1814	2156	3018	3342	4580	2048	2995	2253	4952	4371	2843	2157	2939	2177	1056	1624	2983	3191	1988	2538	59372	3966	4143	7325	3140	2293	1693	450	0	3133	2618	1370	1716	2668	3131	4286	1541	6354	4036	5963	2389	2538	3064	1705	2511	3275	7314	4991	1336	4027	5678	2228	12237	1989	2449	2194	2651	4058	1762	1405	4910	561	847	1251	1684	860	1500	420	2540	1223	1096	1159	1947	1149	3067
GPB:bin_000003	207582	209602	200803	214093	2020	4300	200375	219611	210237	219032	179583	7600	193951	179227	198844	632	1268	195277	189576	222194	11139	157879	2051	215154	207436	211139	7795	163086	201409	168915	1045	2261	204398	219091	195237	5604	219023	2507	221969	237580	6050	3923	5108	8154	15976	897	5576	1779	209192	9427	210426	210844	199068	16376	96609	230822	36403	181230	7568	202284	5088	204164	211550	48891	226045	10986	208542	6764	202820	216903	194538	214457	195912	207995	2251	203341	191651	195774	231291	2087	2246	2463	0	587	0	670	0	214	1037	1535	729	620	0	242
GPB:bin_000004	817969	787944	777609	840203	3095	6209	763256	892561	764589	737459	594093	6690	760003	644124	768853	439	3090	705845	700066	852263	14899	535629	1781	804686	892014	751742	9661	806996	709698	461329	813	1541	750997	847112	802351	8192	813563	5092	947950	908499	8418	3345	12522	11499	22234	2007	8301	1485	856205	8391	774799	852342	868200	19118	173758	805353	64370	669781	8690	875244	7926	822649	802422	75282	895861	18964	783320	10194	805984	888354	679735	909180	712936	742453	2052	737535	802634	719180	898728	3224	3663	3632	254	577	308	626	337	769	450	1976	1060	1543	984	837
GPB:bin_000005	653735	955270	863311	778580	8848	13807	934538	870877	688075	613579	760834	18481	709219	604151	933088	1272	5289	825283	718930	703744	36152	554280	4315	644642	701437	1123460	23272	646010	985369	547676	1390	5290	726977	1033511	630044	17374	927267	11837	776892	782810	11774	7778	23498	24867	50574	2717	19858	3257	808819	19928	756090	636900	924040	41243	293746	890541	130808	815082	25985	681059	22370	659487	838322	165763	682473	40908	741877	24718	678978	686130	604771	681509	750772	931566	6774	717945	652367	795977	832886	9794	9896	11361	1280	1585	1061	1337	830	1222	1004	3122	2018	2983	450	894
GPB:bin_000006	34980	35665	28169	27364	177	300	25804	32609	32934	19807	24055	150	21631	26080	22918	150	0	27527	24145	34456	731	14260	0	31728	29492	32813	150	12269	28697	19736	261	0	34522	29638	23925	300	30033	238	29455	32228	0	0	532	397	1350	0	0	256	28242	0	29531	26094	29162	1478	4678	40228	1620	24260	0	35543	615	33682	26374	1770	34940	0	28315	496	23347	22763	32286	27872	26915	24135	142	27859	25613	24834	31227	150	0	300	182	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000007	396443	398970	397659	399697	3456	7464	386064	417428	398580	385108	363527	10001	383883	348912	391325	1440	3533	379522	378395	410984	17199	325831	2814	397120	413590	399307	14148	326817	390589	331162	543	1272	392861	414121	396869	12514	405893	6828	435278	429345	7894	2360	12044	14046	27067	813	8672	2802	413705	13058	399700	402563	383246	21738	209711	412286	86926	358054	13277	413275	10934	403765	405379	111961	414937	23223	402535	19329	394697	403187	375827	421077	379329	385283	2486	392932	390630	391957	418138	3114	6571	6749	821	474	738	450	300	689	1097	2198	1325	1613	549	1311
GPB:bin_000008	1190677	1194348	1152274	1198417	26535	46734	1159860	1200526	1172348	1123603	1161432	63110	1138355	1118253	1157477	5860	20513	1121130	1134189	1208423	94697	1008459	15764	1161646	1184447	1206133	83025	929857	1157430	1044987	6934	13901	1168120	1176059	1147509	67033	1180591	37402	1193893	1190309	57609	20439	82310	83339	135851	9233	66856	24036	1182178	85001	1219166	1137771	1139060	150693	761650	1190557	306506	1101256	72779	1220398	64460	1177723	1167603	332588	1222831	131732	1176241	102511	1176911	1150351	1163623	1197995	1116207	1161049	17998	1180125	1133992	1140207	1199531	30284	21901	30555	2124	5495	4165	6194	2376	6835	6757	14466	5529	7670	5239	4312
GPB:bin_000009	11766	13024	11146	13439	2257	1367	12265	156405	14641	10606	10132	2127	9760	14012	13281	3064	1876	9053	14019	13325	671	9709	4208	13694	13230	11485	1102	10653	13479	7867	2461	6489	223037	11948	12229	2278	11919	2034	12796	10755	6774	2814	6216	1867	3200	1679	0	0	106272	2985	30305	12409	8760	4067	4788	13360	6044	10797	2447	12849	3725	12531	13231	3000	15899	10293	13757	947	14406	17315	15818	13780	10201	36265	3117	10348	6923	9986	13227	6174	1349	2996	1655	1050	1590	1191	268	3090	1033	1293	886	931	750	2791
GPB:bin_000010	4111142	4192230	3938770	4069421	29428	45429	3622963	4251031	3890654	3648395	3391187	67600	3857212	3522725	4168691	7641	28174	3162243	3945714	4345344	85634	2344246	15630	4243824	4172257	4004919	85606	2572263	3717748	2671816	6810	16416	3918296	4360884	4089726	62507	3910474	34415	4240251	4314908	42901	23229	64260	62745	112731	11995	51197	12082	4101990	46753	4029697	4148081	3368550	137168	873246	4200766	208299	2224820	56986	4285324	78760	4242045	4193022	245521	4223258	99977	3792611	66290	4358238	4212526	3650644	4061944	3453021	3701177	14514	3865517	3052567	3743800	4276739	32008	24456	28142	5030	4421	4809	4144	4987	7969	5960	15527	5239	9751	4739	4976
GPB:bin_000011	1190	2682	1196	1734	0	0	3097	1261	1381	1576	669	0	300	2052	2412	0	0	1453	572	983	0	0	0	1788	1385	896	0	150	1380	300	0	0	1476	1021	1795	150	1774	0	1118	1977	0	0	0	0	0	0	0	0	1787	0	1078	1050	747	0	0	2185	300	1059	0	2122	0	2126	1173	0	719	0	2334	0	600	2030	525	3499	1094	2299	0	604	596	1961	1331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000012	187512	188875	185892	185628	2792	3559	179400	204823	190580	182795	177941	5689	180069	169809	189685	813	1763	177881	182349	198360	11921	159233	1737	184809	191484	181454	5457	154146	184537	155285	189	1238	189676	192802	185460	2568	192087	2569	201314	200717	3982	2048	7708	6847	13660	1466	4167	1774	192300	5705	187043	192074	184040	14078	103062	198028	41742	168651	8206	193525	5101	186237	192011	53676	197441	9760	201294	5072	189707	186847	176665	191029	178514	184753	1201	181912	183724	178739	200175	2482	2202	2852	0	369	900	664	0	450	617	815	769	1075	0	1070
GPB:bin_000013	1572006	1351414	1465282	1418777	12929	22051	1368965	1529278	1562661	1253688	1393139	49117	1261989	1151598	1485538	2248	9103	1281880	1204317	1940343	44036	1139828	8533	1604622	1433997	1428847	37183	1001231	1381228	1117154	1819	4583	1480656	1414620	1448337	22882	1397350	15358	1616303	1489978	19197	6568	28572	32935	68729	3078	25417	9120	1505828	26372	1358982	1367588	1343270	68488	602762	1473146	204560	1116353	36953	1619210	28652	1413252	1366745	306823	1551585	57246	1430503	45703	1528133	1460960	1351257	1406869	1261400	1279311	7104	1416952	1309249	1371987	1557496	10567	15458	12731	1518	2864	968	1755	1022	2848	2470	5245	1941	1469	592	2326
GPB:bin_000014	2226061	1746935	1548842	1901671	14589	14535	1373637	1876419	2646000	1811874	1156429	21837	1413432	923137	2010964	4605	6374	1590305	1397915	2037545	40314	898759	35437	1760129	1433962	2021900	25179	972478	1556071	1313764	5514	9215	2717489	2230106	1307823	22941	1569427	24966	2245716	2408599	23272	10124	30299	32810	56168	5199	23833	5348	2288183	23271	1835098	1614409	1436644	72146	325629	2014683	120914	1039420	29897	1808990	25512	2016144	1925095	178016	2211184	46051	1702386	39362	1966407	1911536	1453786	1509451	2924622	1388556	7170	1801375	1611360	1753239	2332959	17121	16260	15371	1240	2430	1123	1386	2131	4464	2595	6121	4317	2881	608	2396
