Sample	total_passed	total_failed	secondary_passed	secondary_failed	supplementary_passed	supplementary_failed	duplicates_passed	duplicates_failed	mapped_passed	mapped_failed	mapped_passed_pct	mapped_failed_pct	paired in sequencing_passed	paired in sequencing_failed	read1_passed	read1_failed	read2_passed	read2_failed	properly paired_passed	properly paired_failed	properly paired_passed_pct	properly paired_failed_pct	with itself and mate mapped_passed	with itself and mate mapped_failed	singletons_passed	singletons_failed	singletons_passed_pct	singletons_failed_pct	with mate mapped to a different chr_passed	with mate mapped to a different chr_failed	with mate mapped to a different chr (mapQ >= 5)_passed	with mate mapped to a different chr (mapQ >= 5)_failed	flagstat_total
GRCg7b | M300800.lib1	239174	0	0	0	0	0	0	0	2608	0	1.09	nan	239174	0	119587	0	119587	0	2472	0	1.03	nan	2546	0	62	0	0.03	nan	2	0	2	0	239174
GRCg7b | M300801.lib1	16503562	0	0	0	0	0	0	0	1825	0	0.01	nan	16503562	0	8251781	0	8251781	0	418	0	0.0	nan	420	0	1405	0	0.01	nan	0	0	0	0	16503562
GRCg7b | M300803.lib1	15023870	0	0	0	0	0	0	0	941	0	0.01	nan	15023870	0	7511935	0	7511935	0	390	0	0.0	nan	394	0	547	0	0.0	nan	0	0	0	0	15023870
GRCg7b | M300804.lib1	2564416	0	0	0	0	0	0	0	177	0	0.01	nan	2564416	0	1282208	0	1282208	0	8	0	0.0	nan	8	0	169	0	0.01	nan	0	0	0	0	2564416
GRCg7b | M300805.lib1	405670	0	0	0	0	0	0	0	504	0	0.12	nan	405670	0	202835	0	202835	0	410	0	0.1	nan	442	0	62	0	0.02	nan	0	0	0	0	405670
GRCg7b | M300806.lib1	14736046	0	0	0	0	0	0	0	5733	0	0.04	nan	14736046	0	7368023	0	7368023	0	4820	0	0.03	nan	4948	0	785	0	0.01	nan	2	0	1	0	14736046
GRCg7b | M300807.lib1	12856222	0	0	0	0	0	0	0	6286	0	0.05	nan	12856222	0	6428111	0	6428111	0	5374	0	0.04	nan	5490	0	796	0	0.01	nan	20	0	8	0	12856222
GRCg7b | M300808.lib1	8676452	0	0	0	0	0	0	0	313535	0	3.61	nan	8676452	0	4338226	0	4338226	0	288482	0	3.32	nan	310416	0	3119	0	0.04	nan	412	0	149	0	8676452
GRCg7b | M300809.lib1	20984064	0	0	0	0	0	0	0	97407	0	0.46	nan	20984064	0	10492032	0	10492032	0	90702	0	0.43	nan	94300	0	3107	0	0.01	nan	118	0	29	0	20984064
GRCg7b | M300810.lib1	12453738	0	0	0	0	0	0	0	2275	0	0.02	nan	12453738	0	6226869	0	6226869	0	1284	0	0.01	nan	1380	0	895	0	0.01	nan	2	0	1	0	12453738
GRCg7b | M300811.lib1	16403838	0	0	0	0	0	0	0	2946	0	0.02	nan	16403838	0	8201919	0	8201919	0	2352	0	0.01	nan	2402	0	544	0	0.0	nan	0	0	0	0	16403838
GRCg7b | M300812.lib1	3300	0	0	0	0	0	0	0	11	0	0.33	nan	3300	0	1650	0	1650	0	10	0	0.3	nan	10	0	1	0	0.03	nan	0	0	0	0	3300
GRCg7b | M300813.lib1	616022	0	0	0	0	0	0	0	284	0	0.05	nan	616022	0	308011	0	308011	0	226	0	0.04	nan	226	0	58	0	0.01	nan	0	0	0	0	616022
GRCg7b | M300814.lib1	14619186	0	0	0	0	0	0	0	671	0	0.0	nan	14619186	0	7309593	0	7309593	0	114	0	0.0	nan	118	0	553	0	0.0	nan	0	0	0	0	14619186
GRCg7b | M300815.lib1	12297064	0	0	0	0	0	0	0	3399	0	0.03	nan	12297064	0	6148532	0	6148532	0	2504	0	0.02	nan	2592	0	807	0	0.01	nan	0	0	0	0	12297064
GRCg7b | M300816.lib1	18997786	0	0	0	0	0	0	0	776299	0	4.09	nan	18997786	0	9498893	0	9498893	0	730332	0	3.84	nan	766606	0	9693	0	0.05	nan	1206	0	465	0	18997786
GRCg7b | M300817.lib1	1031374	0	0	0	0	0	0	0	1143	0	0.11	nan	1031374	0	515687	0	515687	0	996	0	0.1	nan	1052	0	91	0	0.01	nan	12	0	2	0	1031374
GRCg7b | M300818.lib1	18235964	0	0	0	0	0	0	0	1555	0	0.01	nan	18235964	0	9117982	0	9117982	0	66	0	0.0	nan	66	0	1489	0	0.01	nan	0	0	0	0	18235964
GRCg7b | M300819.lib1	11807886	0	0	0	0	0	0	0	765	0	0.01	nan	11807886	0	5903943	0	5903943	0	152	0	0.0	nan	152	0	613	0	0.01	nan	0	0	0	0	11807886
GRCg7b | M300820.lib1	11937282	0	0	0	0	0	0	0	386	0	0.0	nan	11937282	0	5968641	0	5968641	0	62	0	0.0	nan	62	0	324	0	0.0	nan	0	0	0	0	11937282
GRCg7b | M300821.lib1	14528090	0	0	0	0	0	0	0	5550	0	0.04	nan	14528090	0	7264045	0	7264045	0	4408	0	0.03	nan	4472	0	1078	0	0.01	nan	2	0	0	0	14528090
GRCg7b | M300822.lib1	14582010	0	0	0	0	0	0	0	653	0	0.0	nan	14582010	0	7291005	0	7291005	0	174	0	0.0	nan	176	0	477	0	0.0	nan	0	0	0	0	14582010
GRCg7b | M300823.lib1	2483630	0	0	0	0	0	0	0	291275	0	11.73	nan	2483630	0	1241815	0	1241815	0	266956	0	10.75	nan	284472	0	6803	0	0.27	nan	710	0	247	0	2483630
GRCg7b | M300824.lib1	11150872	0	0	0	0	0	0	0	75188	0	0.67	nan	11150872	0	5575436	0	5575436	0	68940	0	0.62	nan	73804	0	1384	0	0.01	nan	112	0	32	0	11150872
GRCg7b | M300825.lib1	10644050	0	0	0	0	0	0	0	445	0	0.0	nan	10644050	0	5322025	0	5322025	0	138	0	0.0	nan	138	0	307	0	0.0	nan	0	0	0	0	10644050
GRCg7b | M300826.lib1	138154	0	0	0	0	0	0	0	372	0	0.27	nan	138154	0	69077	0	69077	0	354	0	0.26	nan	356	0	16	0	0.01	nan	0	0	0	0	138154
GRCg7b | M300827.lib1	4962896	0	0	0	0	0	0	0	1156	0	0.02	nan	4962896	0	2481448	0	2481448	0	934	0	0.02	nan	954	0	202	0	0.0	nan	0	0	0	0	4962896
GRCg7b | M300828.lib1	9479438	0	0	0	0	0	0	0	1019	0	0.01	nan	9479438	0	4739719	0	4739719	0	114	0	0.0	nan	114	0	905	0	0.01	nan	0	0	0	0	9479438
GRCg7b | M300829.lib1	11453714	0	0	0	0	0	0	0	5231	0	0.05	nan	11453714	0	5726857	0	5726857	0	4470	0	0.04	nan	4596	0	635	0	0.01	nan	8	0	4	0	11453714
GRCg7b | M300830.lib1	420370	0	0	0	0	0	0	0	39868	0	9.48	nan	420370	0	210185	0	210185	0	38028	0	9.05	nan	39460	0	408	0	0.1	nan	14	0	1	0	420370
GRCg7b | M300831.lib1	14495770	0	0	0	0	0	0	0	705	0	0.0	nan	14495770	0	7247885	0	7247885	0	220	0	0.0	nan	240	0	465	0	0.0	nan	0	0	0	0	14495770
GRCg7b | M300832.lib1	662142	0	0	0	0	0	0	0	434986	0	65.69	nan	662142	0	331071	0	331071	0	379232	0	57.27	nan	430774	0	4212	0	0.64	nan	1156	0	402	0	662142
GRCg7b | M300833.lib1	8889610	0	0	0	0	0	0	0	1129383	0	12.7	nan	8889610	0	4444805	0	4444805	0	1046706	0	11.77	nan	1116930	0	12453	0	0.14	nan	1690	0	568	0	8889610
GRCg7b | M300834.lib1	11681908	0	0	0	0	0	0	0	7984	0	0.07	nan	11681908	0	5840954	0	5840954	0	7150	0	0.06	nan	7280	0	704	0	0.01	nan	14	0	1	0	11681908
GRCg7b | M300835.lib1	12313220	0	0	0	0	0	0	0	85693	0	0.7	nan	12313220	0	6156610	0	6156610	0	79940	0	0.65	nan	83696	0	1997	0	0.02	nan	80	0	26	0	12313220
GRCg7b | M300836.lib1	17673528	0	0	0	0	0	0	0	7834	0	0.04	nan	17673528	0	8836764	0	8836764	0	7130	0	0.04	nan	7236	0	598	0	0.0	nan	14	0	1	0	17673528
GRCg7b | M300837.lib1	9333560	0	0	0	0	0	0	0	28041	0	0.3	nan	9333560	0	4666780	0	4666780	0	25762	0	0.28	nan	27482	0	559	0	0.01	nan	30	0	9	0	9333560
GRCg7b | M300838.lib1	278	0	0	0	0	0	0	0	0	0	0.0	nan	278	0	139	0	139	0	0	0	0.0	nan	0	0	0	0	0.0	nan	0	0	0	0	278
GRCg7b | M300839.lib1	12058230	0	0	0	0	0	0	0	3647880	0	30.25	nan	12058230	0	6029115	0	6029115	0	3400898	0	28.2	nan	3615792	0	32088	0	0.27	nan	5454	0	1935	0	12058230
GRCg7b | M300840.lib1	9236798	0	0	0	0	0	0	0	166078	0	1.8	nan	9236798	0	4618399	0	4618399	0	160232	0	1.73	nan	163330	0	2748	0	0.03	nan	168	0	47	0	9236798
GRCg7b | M300841.lib1	454350	0	0	0	0	0	0	0	20290	0	4.47	nan	454350	0	227175	0	227175	0	19406	0	4.27	nan	20212	0	78	0	0.02	nan	26	0	14	0	454350
GRCg7b | M300886.lib1	10147162	0	0	0	0	0	0	0	19396	0	0.19	nan	10147162	0	5073581	0	5073581	0	17834	0	0.18	nan	18484	0	912	0	0.01	nan	20	0	5	0	10147162
GRCg7b | M301037.lib1	8937358	0	0	0	0	0	0	0	3375	0	0.04	nan	8937358	0	4468679	0	4468679	0	2454	0	0.03	nan	2550	0	825	0	0.01	nan	16	0	1	0	8937358
GRCg7b | M301038.lib1	30061112	0	0	0	0	0	0	0	2774	0	0.01	nan	30061112	0	15030556	0	15030556	0	480	0	0.0	nan	488	0	2286	0	0.01	nan	0	0	0	0	30061112
GRCg7b | M301039.lib1	13621070	0	0	0	0	0	0	0	1758	0	0.01	nan	13621070	0	6810535	0	6810535	0	1038	0	0.01	nan	1042	0	716	0	0.01	nan	0	0	0	0	13621070
GRCg7b | M301040.lib1	518112	0	0	0	0	0	0	0	4389	0	0.85	nan	518112	0	259056	0	259056	0	4196	0	0.81	nan	4332	0	57	0	0.01	nan	0	0	0	0	518112
GRCg7b | M301041.lib1	18286668	0	0	0	0	0	0	0	8430	0	0.05	nan	18286668	0	9143334	0	9143334	0	7876	0	0.04	nan	7908	0	522	0	0.0	nan	2	0	0	0	18286668
GRCg7b | M301042.lib1	17647186	0	0	0	0	0	0	0	236874	0	1.34	nan	17647186	0	8823593	0	8823593	0	221594	0	1.26	nan	234342	0	2532	0	0.01	nan	226	0	95	0	17647186
GRCg7b | M301043.lib1	427962	0	0	0	0	0	0	0	7372	0	1.72	nan	427962	0	213981	0	213981	0	6822	0	1.59	nan	7152	0	220	0	0.05	nan	2	0	0	0	427962
GRCg7b | M301044.lib1	11211938	0	0	0	0	0	0	0	15732	0	0.14	nan	11211938	0	5605969	0	5605969	0	13312	0	0.12	nan	14232	0	1500	0	0.01	nan	18	0	5	0	11211938
GRCg7b | M301045.lib1	16155024	0	0	0	0	0	0	0	57729	0	0.36	nan	16155024	0	8077512	0	8077512	0	53080	0	0.33	nan	56322	0	1407	0	0.01	nan	76	0	29	0	16155024
GRCg7b | M301046.lib1	16889054	0	0	0	0	0	0	0	11238	0	0.07	nan	16889054	0	8444527	0	8444527	0	9470	0	0.06	nan	9834	0	1404	0	0.01	nan	2	0	2	0	16889054
GRCg7b | M301047.lib1	1332184	0	0	0	0	0	0	0	25649	0	1.93	nan	1332184	0	666092	0	666092	0	24436	0	1.83	nan	25250	0	399	0	0.03	nan	2	0	1	0	1332184
GRCg7b | M301048.lib1	8382498	0	0	0	0	0	0	0	11058	0	0.13	nan	8382498	0	4191249	0	4191249	0	9562	0	0.11	nan	10056	0	1002	0	0.01	nan	24	0	11	0	8382498
GRCg7b | M301049.lib1	13554506	0	0	0	0	0	0	0	42831	0	0.32	nan	13554506	0	6777253	0	6777253	0	37074	0	0.27	nan	39656	0	3175	0	0.02	nan	78	0	22	0	13554506
GRCg7b | M301050.lib1	14402572	0	0	0	0	0	0	0	2511	0	0.02	nan	14402572	0	7201286	0	7201286	0	1480	0	0.01	nan	1554	0	957	0	0.01	nan	0	0	0	0	14402572
GRCg7b | M301051.lib1	13446418	0	0	0	0	0	0	0	302207	0	2.25	nan	13446418	0	6723209	0	6723209	0	278750	0	2.07	nan	298118	0	4089	0	0.03	nan	414	0	120	0	13446418
GRCg7b | M301052.lib1	12186816	0	0	0	0	0	0	0	1646	0	0.01	nan	12186816	0	6093408	0	6093408	0	426	0	0.0	nan	430	0	1216	0	0.01	nan	0	0	0	0	12186816
GRCg7b | M301053.lib1	162676	0	0	0	0	0	0	0	97	0	0.06	nan	162676	0	81338	0	81338	0	80	0	0.05	nan	80	0	17	0	0.01	nan	0	0	0	0	162676
GRCg7b | M301054.lib1	12979256	0	0	0	0	0	0	0	5782	0	0.04	nan	12979256	0	6489628	0	6489628	0	4070	0	0.03	nan	4160	0	1622	0	0.01	nan	4	0	2	0	12979256
GRCg7b | M301055.lib1	293116	0	0	0	0	0	0	0	5348	0	1.82	nan	293116	0	146558	0	146558	0	16	0	0.01	nan	16	0	5332	0	1.82	nan	0	0	0	0	293116
GRCg7b | M301056.lib1	346872	0	0	0	0	0	0	0	863	0	0.25	nan	346872	0	173436	0	173436	0	774	0	0.22	nan	794	0	69	0	0.02	nan	0	0	0	0	346872
GRCg7b | M301057.lib1	13704360	0	0	0	0	0	0	0	3237	0	0.02	nan	13704360	0	6852180	0	6852180	0	1806	0	0.01	nan	1882	0	1355	0	0.01	nan	0	0	0	0	13704360
GRCg7b | M301058.lib1	16704184	0	0	0	0	0	0	0	180117	0	1.08	nan	16704184	0	8352092	0	8352092	0	169158	0	1.01	nan	177982	0	2135	0	0.01	nan	228	0	114	0	16704184
GRCg7b | M301059.lib1	12535404	0	0	0	0	0	0	0	138237	0	1.1	nan	12535404	0	6267702	0	6267702	0	126852	0	1.01	nan	136196	0	2041	0	0.02	nan	178	0	54	0	12535404
GRCg7b | M301060.lib1	12367548	0	0	0	0	0	0	0	2323	0	0.02	nan	12367548	0	6183774	0	6183774	0	1468	0	0.01	nan	1510	0	813	0	0.01	nan	2	0	0	0	12367548
GRCg7b | M301061.lib1	4470	0	0	0	0	0	0	0	1	0	0.02	nan	4470	0	2235	0	2235	0	0	0	0.0	nan	0	0	1	0	0.02	nan	0	0	0	0	4470
GRCg7b | M301062.lib1	697994	0	0	0	0	0	0	0	668	0	0.1	nan	697994	0	348997	0	348997	0	568	0	0.08	nan	604	0	64	0	0.01	nan	0	0	0	0	697994
GRCg7b | M301063.lib1	18434450	0	0	0	0	0	0	0	7619	0	0.04	nan	18434450	0	9217225	0	9217225	0	6816	0	0.04	nan	6994	0	625	0	0.0	nan	8	0	3	0	18434450
GRCg7b | M301064.lib1	6266194	0	0	0	0	0	0	0	3833	0	0.06	nan	6266194	0	3133097	0	3133097	0	3046	0	0.05	nan	3236	0	597	0	0.01	nan	0	0	0	0	6266194
GRCg7b | M301065.lib1	15069972	0	0	0	0	0	0	0	19050	0	0.13	nan	15069972	0	7534986	0	7534986	0	17652	0	0.12	nan	17760	0	1290	0	0.01	nan	32	0	28	0	15069972
GRCg7b | M301066.lib1	8204026	0	0	0	0	0	0	0	2995	0	0.04	nan	8204026	0	4102013	0	4102013	0	2342	0	0.03	nan	2364	0	631	0	0.01	nan	2	0	0	0	8204026
GRCg7b | M301067.lib1	189076	0	0	0	0	0	0	0	222	0	0.12	nan	189076	0	94538	0	94538	0	200	0	0.11	nan	202	0	20	0	0.01	nan	0	0	0	0	189076
GRCg7b | M301068.lib1	13952642	0	0	0	0	0	0	0	58483	0	0.42	nan	13952642	0	6976321	0	6976321	0	55608	0	0.4	nan	56630	0	1853	0	0.01	nan	78	0	53	0	13952642
GRCg7b | M301069.lib1	12959518	0	0	0	0	0	0	0	1631	0	0.01	nan	12959518	0	6479759	0	6479759	0	580	0	0.0	nan	600	0	1031	0	0.01	nan	2	0	0	0	12959518
GRCg7b | M301070.lib1	13121398	0	0	0	0	0	0	0	2926	0	0.02	nan	13121398	0	6560699	0	6560699	0	1610	0	0.01	nan	1652	0	1274	0	0.01	nan	0	0	0	0	13121398
GRCg7b | M301071.lib1	294116	0	0	0	0	0	0	0	70	0	0.02	nan	294116	0	147058	0	147058	0	44	0	0.01	nan	44	0	26	0	0.01	nan	0	0	0	0	294116
GRCg7b | M301072.lib1	9281690	0	0	0	0	0	0	0	910	0	0.01	nan	9281690	0	4640845	0	4640845	0	672	0	0.01	nan	674	0	236	0	0.0	nan	0	0	0	0	9281690
GRCg7b | M301073.lib1	13609910	0	0	0	0	0	0	0	5740	0	0.04	nan	13609910	0	6804955	0	6804955	0	4356	0	0.03	nan	4446	0	1294	0	0.01	nan	0	0	0	0	13609910
GRCg7b | M301074.lib1	46410	0	0	0	0	0	0	0	1998	0	4.31	nan	46410	0	23205	0	23205	0	1940	0	4.18	nan	1972	0	26	0	0.06	nan	0	0	0	0	46410
GRCg7b | M301075.lib1	12979412	0	0	0	0	0	0	0	2622	0	0.02	nan	12979412	0	6489706	0	6489706	0	1284	0	0.01	nan	1294	0	1328	0	0.01	nan	0	0	0	0	12979412
GRCg7b | M301076.lib1	9445226	0	0	0	0	0	0	0	6464	0	0.07	nan	9445226	0	4722613	0	4722613	0	5590	0	0.06	nan	5616	0	848	0	0.01	nan	4	0	2	0	9445226
GRCg7b | M301077.lib1	11407850	0	0	0	0	0	0	0	5299	0	0.05	nan	11407850	0	5703925	0	5703925	0	4098	0	0.04	nan	4332	0	967	0	0.01	nan	10	0	5	0	11407850
GRCg7b | M301078.lib1	129894	0	0	0	0	0	0	0	718	0	0.55	nan	129894	0	64947	0	64947	0	670	0	0.52	nan	694	0	24	0	0.02	nan	0	0	0	0	129894
GRCg7b | M301079.lib1	12306170	0	0	0	0	0	0	0	6922	0	0.06	nan	12306170	0	6153085	0	6153085	0	5490	0	0.04	nan	5820	0	1102	0	0.01	nan	2	0	1	0	12306170
GRCg7b | M301080.lib1	14916076	0	0	0	0	0	0	0	159370	0	1.07	nan	14916076	0	7458038	0	7458038	0	146568	0	0.98	nan	156920	0	2450	0	0.02	nan	198	0	86	0	14916076
GRCg7b | M301081.lib1	17837654	0	0	0	0	0	0	0	2543	0	0.01	nan	17837654	0	8918827	0	8918827	0	1312	0	0.01	nan	1320	0	1223	0	0.01	nan	2	0	2	0	17837654
GRCg7b | M301082.lib1	12213804	0	0	0	0	0	0	0	1687	0	0.01	nan	12213804	0	6106902	0	6106902	0	1120	0	0.01	nan	1120	0	567	0	0.0	nan	0	0	0	0	12213804
GRCg7b | M301083.lib1	41018	0	0	0	0	0	0	0	26	0	0.06	nan	41018	0	20509	0	20509	0	20	0	0.05	nan	20	0	6	0	0.01	nan	0	0	0	0	41018
GRCg7b | M301084.lib1	12130166	0	0	0	0	0	0	0	3311	0	0.03	nan	12130166	0	6065083	0	6065083	0	1852	0	0.02	nan	1960	0	1351	0	0.01	nan	0	0	0	0	12130166
GRCg7b | M301085.lib1	16921466	0	0	0	0	0	0	0	3724	0	0.02	nan	16921466	0	8460733	0	8460733	0	2612	0	0.02	nan	2684	0	1040	0	0.01	nan	2	0	1	0	16921466
GRCg7b | M301086.lib1	1866810	0	0	0	0	0	0	0	1100	0	0.06	nan	1866810	0	933405	0	933405	0	922	0	0.05	nan	930	0	170	0	0.01	nan	0	0	0	0	1866810
GRCg7b | M301087.lib1	14322394	0	0	0	0	0	0	0	2942	0	0.02	nan	14322394	0	7161197	0	7161197	0	1936	0	0.01	nan	1990	0	952	0	0.01	nan	2	0	0	0	14322394
GRCg7b | M301089.lib1	14628422	0	0	0	0	0	0	0	23721	0	0.16	nan	14628422	0	7314211	0	7314211	0	20080	0	0.14	nan	21716	0	2005	0	0.01	nan	44	0	24	0	14628422
GRCg7b | M301090.lib1	2297806	0	0	0	0	0	0	0	2224	0	0.1	nan	2297806	0	1148903	0	1148903	0	1654	0	0.07	nan	1788	0	436	0	0.02	nan	10	0	0	0	2297806
GRCg7b | M301091.lib1	978892	0	0	0	0	0	0	0	582	0	0.06	nan	978892	0	489446	0	489446	0	386	0	0.04	nan	398	0	184	0	0.02	nan	0	0	0	0	978892
GRCg7b | M301092.lib1	23486612	0	0	0	0	0	0	0	3975	0	0.02	nan	23486612	0	11743306	0	11743306	0	2310	0	0.01	nan	2388	0	1587	0	0.01	nan	0	0	0	0	23486612
GRCg7b | M301093.lib1	21979250	0	0	0	0	0	0	0	3521	0	0.02	nan	21979250	0	10989625	0	10989625	0	1850	0	0.01	nan	1896	0	1625	0	0.01	nan	6	0	2	0	21979250
GRCg7b | M301094.lib1	23093584	0	0	0	0	0	0	0	3576	0	0.02	nan	23093584	0	11546792	0	11546792	0	2138	0	0.01	nan	2208	0	1368	0	0.01	nan	0	0	0	0	23093584
GRCg7b | M301095.lib1	17851510	0	0	0	0	0	0	0	3489	0	0.02	nan	17851510	0	8925755	0	8925755	0	1688	0	0.01	nan	1776	0	1713	0	0.01	nan	0	0	0	0	17851510
GRCg7b | M301096.lib1	89806	0	0	0	0	0	0	0	3663	0	4.08	nan	89806	0	44903	0	44903	0	3510	0	3.91	nan	3622	0	41	0	0.05	nan	4	0	0	0	89806
GRCg7b | M301097.lib1	17724766	0	0	0	0	0	0	0	7505	0	0.04	nan	17724766	0	8862383	0	8862383	0	5728	0	0.03	nan	5872	0	1633	0	0.01	nan	2	0	1	0	17724766
GRCg7b | M301098.lib1	2497030	0	0	0	0	0	0	0	2679	0	0.11	nan	2497030	0	1248515	0	1248515	0	2328	0	0.09	nan	2416	0	263	0	0.01	nan	0	0	0	0	2497030
GRCg7b | M301099.lib1	24957358	0	0	0	0	0	0	0	6318	0	0.03	nan	24957358	0	12478679	0	12478679	0	3260	0	0.01	nan	3388	0	2930	0	0.01	nan	8	0	2	0	24957358
GRCg7b | M301100.lib1	1100638	0	0	0	0	0	0	0	2621	0	0.24	nan	1100638	0	550319	0	550319	0	2316	0	0.21	nan	2434	0	187	0	0.02	nan	4	0	3	0	1100638
GRCg7b | M301101.lib1	9058712	0	0	0	0	0	0	0	1904	0	0.02	nan	9058712	0	4529356	0	4529356	0	894	0	0.01	nan	916	0	988	0	0.01	nan	0	0	0	0	9058712
GRCg7b | M301102.lib1	30972914	0	0	0	0	0	0	0	4660	0	0.02	nan	30972914	0	15486457	0	15486457	0	2390	0	0.01	nan	2454	0	2206	0	0.01	nan	6	0	2	0	30972914
GRCg7b | M301103.lib1	29712576	0	0	0	0	0	0	0	16804	0	0.06	nan	29712576	0	14856288	0	14856288	0	13634	0	0.05	nan	13906	0	2898	0	0.01	nan	4	0	1	0	29712576
GRCg7b | M301104.lib1	25206114	0	0	0	0	0	0	0	6557	0	0.03	nan	25206114	0	12603057	0	12603057	0	4620	0	0.02	nan	4710	0	1847	0	0.01	nan	0	0	0	0	25206114
GRCg7b | M301105.lib1	1415650	0	0	0	0	0	0	0	3038	0	0.21	nan	1415650	0	707825	0	707825	0	2740	0	0.19	nan	2828	0	210	0	0.01	nan	0	0	0	0	1415650
GRCg7b | M301106.lib1	191098	0	0	0	0	0	0	0	28893	0	15.12	nan	191098	0	95549	0	95549	0	25182	0	13.18	nan	27136	0	1757	0	0.92	nan	54	0	26	0	191098
GRCg7b | M301107.lib1	23171118	0	0	0	0	0	0	0	176999	0	0.76	nan	23171118	0	11585559	0	11585559	0	163992	0	0.71	nan	173072	0	3927	0	0.02	nan	308	0	88	0	23171118
GRCg7b | M301108.lib1	3148	0	0	0	0	0	0	0	13	0	0.41	nan	3148	0	1574	0	1574	0	12	0	0.38	nan	12	0	1	0	0.03	nan	0	0	0	0	3148
GRCg7b | M301109.lib1	20652320	0	0	0	0	0	0	0	13975	0	0.07	nan	20652320	0	10326160	0	10326160	0	11892	0	0.06	nan	12134	0	1841	0	0.01	nan	12	0	6	0	20652320
GRCg7b | M301110.lib1	18224910	0	0	0	0	0	0	0	61931	0	0.34	nan	18224910	0	9112455	0	9112455	0	58190	0	0.32	nan	59616	0	2315	0	0.01	nan	76	0	26	0	18224910
GRCg7b | M301111.lib1	24170236	0	0	0	0	0	0	0	8499	0	0.04	nan	24170236	0	12085118	0	12085118	0	5820	0	0.02	nan	6090	0	2409	0	0.01	nan	4	0	3	0	24170236
GRCg7b | M301112.lib1	17501286	0	0	0	0	0	0	0	38054	0	0.22	nan	17501286	0	8750643	0	8750643	0	33114	0	0.19	nan	35484	0	2570	0	0.01	nan	86	0	25	0	17501286
GRCg7b | M301113.lib1	9862716	0	0	0	0	0	0	0	2096	0	0.02	nan	9862716	0	4931358	0	4931358	0	108	0	0.0	nan	114	0	1982	0	0.02	nan	0	0	0	0	9862716
GRCg7b | M301114.lib1	1829492	0	0	0	0	0	0	0	114291	0	6.25	nan	1829492	0	914746	0	914746	0	104532	0	5.71	nan	113168	0	1123	0	0.06	nan	134	0	72	0	1829492
GRCg7b | M301115.lib1	32994014	0	0	0	0	0	0	0	3852	0	0.01	nan	32994014	0	16497007	0	16497007	0	778	0	0.0	nan	826	0	3026	0	0.01	nan	2	0	0	0	32994014
GRCg7b | M301116.lib1	25414288	0	0	0	0	0	0	0	7126	0	0.03	nan	25414288	0	12707144	0	12707144	0	3604	0	0.01	nan	3722	0	3404	0	0.01	nan	10	0	1	0	25414288
GRCg7b | M301117.lib1	1610636	0	0	0	0	0	0	0	16627	0	1.03	nan	1610636	0	805318	0	805318	0	15752	0	0.98	nan	16176	0	451	0	0.03	nan	14	0	0	0	1610636
GRCg7b | M301118.lib1	19703996	0	0	0	0	0	0	0	2445	0	0.01	nan	19703996	0	9851998	0	9851998	0	384	0	0.0	nan	390	0	2055	0	0.01	nan	0	0	0	0	19703996
GRCg7b | M301119.lib1	22348088	0	0	0	0	0	0	0	5521	0	0.02	nan	22348088	0	11174044	0	11174044	0	3322	0	0.01	nan	3516	0	2005	0	0.01	nan	2	0	0	0	22348088
GRCg7b | M301120.lib1	657206	0	0	0	0	0	0	0	355193	0	54.05	nan	657206	0	328603	0	328603	0	330140	0	50.23	nan	352488	0	2705	0	0.41	nan	660	0	243	0	657206
GRCg7b | M301121.lib1	18157384	0	0	0	0	0	0	0	3424	0	0.02	nan	18157384	0	9078692	0	9078692	0	884	0	0.0	nan	912	0	2512	0	0.01	nan	0	0	0	0	18157384
GRCg7b | M301122.lib1	23593542	0	0	0	0	0	0	0	37325	0	0.16	nan	23593542	0	11796771	0	11796771	0	34254	0	0.15	nan	34770	0	2555	0	0.01	nan	38	0	20	0	23593542
GRCg7b | M301123.lib1	948094	0	0	0	0	0	0	0	8822	0	0.93	nan	948094	0	474047	0	474047	0	8042	0	0.85	nan	8614	0	208	0	0.02	nan	22	0	15	0	948094
GRCg7b | M301124.lib1	22464542	0	0	0	0	0	0	0	3226	0	0.01	nan	22464542	0	11232271	0	11232271	0	1914	0	0.01	nan	1936	0	1290	0	0.01	nan	2	0	2	0	22464542
GRCg7b | M301125.lib1	64709656	0	0	0	0	0	0	0	14245	0	0.02	nan	64709656	0	32354828	0	32354828	0	8048	0	0.01	nan	8306	0	5939	0	0.01	nan	0	0	0	0	64709656
GRCg7b | M301126.lib1	17343352	0	0	0	0	0	0	0	2576	0	0.01	nan	17343352	0	8671676	0	8671676	0	488	0	0.0	nan	514	0	2062	0	0.01	nan	0	0	0	0	17343352
GRCg7b | M301127.lib1	304606	0	0	0	0	0	0	0	11279	0	3.7	nan	304606	0	152303	0	152303	0	10528	0	3.46	nan	11126	0	153	0	0.05	nan	8	0	4	0	304606
GRCg7b | M301128.lib1	24506698	0	0	0	0	0	0	0	21002	0	0.09	nan	24506698	0	12253349	0	12253349	0	16694	0	0.07	nan	17754	0	3248	0	0.01	nan	44	0	14	0	24506698
GRCg7b | M301129.lib1	8138646	0	0	0	0	0	0	0	1583	0	0.02	nan	8138646	0	4069323	0	4069323	0	292	0	0.0	nan	296	0	1287	0	0.02	nan	0	0	0	0	8138646
